temperature,precipitation,wind_speed,delay_hours,risk_score,risk_level
-4.8,5.7,30.8,3.2,0.13333333333333333,low
31.7,5.4,16.1,0.0,0.0,low
26.8,17.2,28.5,4.3,0.17916666666666667,low
27.8,1.4,11.8,0.0,0.0,low
29.7,13.6,7.2,4.0,0.16666666666666666,low
-1.7,3.5,18.7,0.0,0.0,low
11.1,6.9,37.0,2.4,0.09999999999999999,low
0.2,1.2,45.8,1.3,0.05416666666666667,low
33.8,5.4,22.9,0.0,0.0,low
23.0,15.4,32.1,7.2,0.3,low
9.9,17.7,5.2,4.7,0.19583333333333333,low
-2.1,4.4,45.2,3.8,0.15833333333333333,low
9.0,9.3,28.4,0.0,0.0,low
9.6,9.4,39.0,2.7,0.1125,low
27.8,17.5,39.7,6.9,0.28750000000000003,low
23.7,15.3,12.8,2.8,0.11666666666666665,low
34.9,10.3,26.5,4.0,0.16666666666666666,low
16.2,13.4,48.0,4.4,0.18333333333333335,low
0.4,16.9,4.5,4.7,0.19583333333333333,low
27.1,0.2,34.2,1.9,0.07916666666666666,low
29.2,8.1,48.1,3.0,0.125,low
20.3,18.1,15.0,4.8,0.19999999999999998,low
29.7,14.8,43.1,5.6,0.2333333333333333,low
17.2,10.9,46.7,8.4,0.35000000000000003,medium
18.5,10.6,37.4,6.8,0.2833333333333333,low
14.2,7.0,11.6,0.0,0.0,low
-3.9,10.4,16.7,4.3,0.17916666666666667,low
-0.1,13.1,1.8,3.6,0.15,low
-3.6,8.4,41.6,2.0,0.08333333333333333,low
23.6,14.3,42.5,8.7,0.3625,medium
9.1,17.2,31.6,8.9,0.37083333333333335,medium
17.9,3.1,17.6,0.0,0.0,low
35.8,9.0,3.8,1.7,0.07083333333333333,low
6.2,8.2,37.7,2.5,0.10416666666666667,low
13.5,13.7,36.3,6.8,0.2833333333333333,low
29.0,5.0,45.6,3.9,0.1625,low
5.3,12.8,36.5,7.1,0.29583333333333334,low
-1.5,17.5,41.4,5.2,0.21666666666666667,low
8.0,8.4,37.3,2.6,0.10833333333333334,low
2.3,18.2,31.5,9.0,0.375,medium
36.8,19.9,21.3,7.4,0.30833333333333335,medium
31.4,2.1,45.1,1.0,0.041666666666666664,low
23.5,4.7,32.5,4.1,0.1708333333333333,low
34.2,19.0,19.9,5.3,0.22083333333333333,low
31.2,19.2,4.2,4.0,0.16666666666666666,low
3.4,2.0,14.5,0.0,0.0,low
35.2,0.3,27.2,2.1,0.08750000000000001,low
19.3,3.2,13.8,0.0,0.0,low
31.3,19.9,11.1,4.6,0.19166666666666665,low
35.3,3.6,26.4,1.7,0.07083333333333333,low
9.3,10.1,8.5,2.1,0.08750000000000001,low
-0.0,17.0,40.0,9.5,0.3958333333333333,medium
5.3,0.4,24.2,0.0,0.0,low
14.2,12.1,28.7,5.1,0.2125,low
31.8,5.5,7.4,0.0,0.0,low
33.7,17.2,16.2,2.8,0.11666666666666665,low
-4.7,5.7,20.5,0.0,0.0,low
18.0,13.7,40.4,5.7,0.23750000000000002,low
13.8,13.5,38.5,8.2,0.3416666666666666,medium
5.0,4.4,11.1,0.0,0.0,low
0.4,0.7,30.8,1.6,0.06666666666666667,low
10.2,8.2,12.2,0.0,0.0,low
37.4,5.8,49.4,4.6,0.19166666666666665,low
9.5,16.2,47.6,6.4,0.26666666666666666,low
18.3,16.0,28.2,4.4,0.18333333333333335,low
26.6,9.1,34.9,1.1,0.04583333333333334,low
11.4,12.1,40.1,7.3,0.30416666666666664,medium
38.7,12.1,36.0,8.9,0.37083333333333335,medium
38.3,16.5,35.0,11.0,0.4583333333333333,medium
6.3,8.5,47.9,2.4,0.09999999999999999,low
17.4,5.5,29.8,0.0,0.0,low
8.5,5.3,31.8,2.7,0.1125,low
7.8,10.7,42.5,7.1,0.29583333333333334,low
-3.3,9.0,33.5,3.6,0.15,low
22.4,8.8,36.6,3.5,0.14583333333333334,low
17.6,1.8,11.7,0.0,0.0,low
-2.7,14.4,18.6,5.5,0.22916666666666666,low
7.5,4.3,7.4,0.0,0.0,low
35.9,3.9,25.3,3.4,0.14166666666666666,low
5.8,8.3,22.8,0.0,0.0,low
1.5,4.6,49.9,4.0,0.16666666666666666,low
17.0,11.7,30.6,7.9,0.32916666666666666,medium
39.4,7.4,39.3,7.8,0.325,medium
5.9,9.0,16.7,0.0,0.0,low
25.2,10.7,41.6,7.0,0.2916666666666667,low
29.3,4.1,30.8,1.7,0.07083333333333333,low
5.7,3.1,34.8,1.4,0.05833333333333333,low
27.8,17.6,14.7,3.0,0.125,low
11.6,8.7,27.4,0.0,0.0,low
23.5,8.2,31.7,1.1,0.04583333333333334,low
23.5,0.7,29.5,0.0,0.0,low
19.1,10.0,45.8,3.9,0.1625,low
-0.9,11.1,44.9,7.5,0.3125,medium
32.6,11.2,48.5,8.5,0.3541666666666667,medium
9.4,14.1,33.4,7.1,0.29583333333333334,low
3.4,3.5,48.6,1.2,0.049999999999999996,low
-3.2,5.0,41.6,2.0,0.08333333333333333,low
21.6,16.2,13.5,2.8,0.11666666666666665,low
25.5,18.9,21.4,2.0,0.08333333333333333,low
-4.3,2.7,11.9,0.0,0.0,low
18.0,10.0,0.2,0.0,0.0,low
5.2,4.3,9.4,0.0,0.0,low
24.0,1.2,0.2,0.0,0.0,low
2.8,6.5,36.0,4.9,0.2041666666666667,low
26.1,2.9,21.3,0.0,0.0,low
12.4,14.2,15.6,5.5,0.22916666666666666,low
37.2,10.7,38.1,9.5,0.3958333333333333,medium
1.2,2.9,41.6,2.6,0.10833333333333334,low
10.3,0.2,48.8,2.9,0.12083333333333333,low
0.1,16.2,32.1,6.0,0.25,low
36.6,3.5,23.1,3.8,0.15833333333333333,low
34.5,12.1,15.3,2.8,0.11666666666666665,low
6.6,6.7,11.1,0.0,0.0,low
24.7,11.7,10.6,5.3,0.22083333333333333,low
31.8,6.3,20.5,0.0,0.0,low
20.0,1.7,49.6,3.2,0.13333333333333333,low
18.8,4.5,0.0,0.0,0.0,low
5.9,3.8,9.9,0.0,0.0,low
-0.8,8.6,9.4,0.0,0.0,low
35.4,13.2,35.9,10.9,0.45416666666666666,medium
35.5,5.3,17.6,1.9,0.07916666666666666,low
23.5,0.2,22.9,0.0,0.0,low
10.3,10.4,7.4,2.7,0.1125,low
10.7,12.1,20.2,2.7,0.1125,low
27.7,19.3,5.2,5.8,0.24166666666666667,low
35.4,11.8,26.7,7.0,0.2916666666666667,low
34.9,9.4,4.9,0.0,0.0,low
30.1,11.5,39.5,7.1,0.29583333333333334,low
23.9,18.6,28.3,2.6,0.10833333333333334,low
-1.2,16.6,36.2,6.0,0.25,low
2.3,6.5,20.9,0.0,0.0,low
35.4,4.7,19.1,3.5,0.14583333333333334,low
22.3,5.3,4.9,0.0,0.0,low
-4.6,10.1,26.2,3.0,0.125,low
-0.4,14.9,25.7,4.7,0.19583333333333333,low
24.9,10.1,23.4,4.5,0.1875,low
-4.8,1.4,37.0,2.8,0.11666666666666665,low
2.2,14.5,41.6,7.4,0.30833333333333335,medium
19.7,16.1,37.5,8.6,0.35833333333333334,medium
26.1,5.8,7.2,0.0,0.0,low
24.3,13.3,31.1,7.1,0.29583333333333334,low
5.1,8.5,4.0,0.0,0.0,low
27.0,17.8,34.7,5.4,0.225,low
5.7,16.9,19.1,5.7,0.23750000000000002,low
9.6,10.5,6.6,5.4,0.225,low
28.6,13.8,43.1,8.2,0.3416666666666666,medium
24.2,17.7,30.7,7.4,0.30833333333333335,medium
33.2,9.9,17.7,0.0,0.0,low
24.6,6.3,1.5,0.0,0.0,low
20.6,15.1,26.9,4.4,0.18333333333333335,low
-0.8,4.4,46.2,1.2,0.049999999999999996,low
11.5,7.8,29.8,0.0,0.0,low
6.9,17.3,48.6,10.5,0.4375,medium
6.0,14.5,6.8,2.8,0.11666666666666665,low
38.8,8.1,28.4,3.7,0.15416666666666667,low
12.7,4.3,39.9,1.0,0.041666666666666664,low
35.1,7.1,26.3,1.2,0.049999999999999996,low
23.4,5.7,4.6,0.0,0.0,low
30.8,3.5,29.1,0.0,0.0,low
17.6,14.9,30.6,6.3,0.2625,low
21.0,5.0,36.4,4.6,0.19166666666666665,low
17.2,9.1,38.1,4.1,0.1708333333333333,low
3.8,7.7,38.5,1.9,0.07916666666666666,low
27.5,19.6,33.2,9.4,0.39166666666666666,medium
7.6,7.8,10.8,0.0,0.0,low
-3.9,1.6,20.2,0.0,0.0,low
24.0,1.8,38.8,4.0,0.16666666666666666,low
3.0,11.8,47.7,7.0,0.2916666666666667,low
37.3,12.0,3.9,4.9,0.2041666666666667,low
37.9,8.4,26.8,2.5,0.10416666666666667,low
36.2,8.6,15.6,1.0,0.041666666666666664,low
11.7,1.1,11.3,0.0,0.0,low
-4.3,10.3,25.3,3.9,0.1625,low
36.8,10.1,30.3,9.4,0.39166666666666666,medium
14.3,3.0,0.5,0.0,0.0,low
38.5,2.1,39.0,7.8,0.325,medium
38.4,2.5,41.0,6.7,0.2791666666666667,low
33.4,2.0,48.3,2.0,0.08333333333333333,low
8.3,12.2,9.0,2.7,0.1125,low
12.3,3.9,29.7,0.0,0.0,low
33.3,5.0,21.3,0.0,0.0,low
9.3,3.5,16.7,0.0,0.0,low
2.6,19.2,28.3,5.5,0.22916666666666666,low
20.1,17.1,39.1,8.1,0.33749999999999997,medium
37.1,4.6,1.2,2.7,0.1125,low
26.3,6.6,48.5,1.2,0.049999999999999996,low
20.7,4.2,40.5,2.7,0.1125,low
-0.6,9.8,37.6,1.6,0.06666666666666667,low
22.7,0.4,38.0,1.8,0.075,low
39.6,13.4,19.5,6.1,0.25416666666666665,low
1.3,10.5,37.6,6.6,0.27499999999999997,low
18.3,18.0,19.3,4.4,0.18333333333333335,low
34.5,3.3,44.9,3.8,0.15833333333333333,low
28.3,16.1,8.9,4.0,0.16666666666666666,low
26.4,15.8,14.6,3.6,0.15,low
26.6,2.5,27.6,0.0,0.0,low
11.2,8.0,16.0,0.0,0.0,low
8.2,3.4,21.2,0.0,0.0,low
31.4,5.1,24.6,0.0,0.0,low
31.5,5.3,42.8,2.3,0.09583333333333333,low
34.0,11.1,26.2,5.7,0.23750000000000002,low
36.1,8.2,18.1,1.9,0.07916666666666666,low
18.0,19.0,12.4,3.8,0.15833333333333333,low
17.6,2.5,20.4,0.0,0.0,low
30.9,19.5,25.8,2.5,0.10416666666666667,low
24.2,4.6,37.3,3.0,0.125,low
26.6,15.5,6.1,3.6,0.15,low
30.8,6.8,11.1,0.0,0.0,low
35.1,2.9,19.0,1.5,0.0625,low
10.2,17.2,18.0,5.4,0.225,low
11.9,6.2,19.6,0.0,0.0,low
-0.8,13.2,39.7,9.7,0.4041666666666666,medium
21.0,11.3,16.2,3.9,0.1625,low
-3.4,9.4,25.1,0.0,0.0,low
16.0,9.9,31.2,2.9,0.12083333333333333,low
19.4,14.6,11.6,2.4,0.09999999999999999,low
7.9,1.8,35.9,4.0,0.16666666666666666,low
21.6,13.4,27.4,5.3,0.22083333333333333,low
-3.6,17.9,22.3,3.8,0.15833333333333333,low
-3.3,1.2,40.5,1.3,0.05416666666666667,low
32.0,2.8,12.2,0.0,0.0,low
11.2,14.3,44.2,4.4,0.18333333333333335,low
0.7,8.7,28.1,0.0,0.0,low
18.5,8.1,30.5,1.8,0.075,low
29.6,2.7,43.8,2.5,0.10416666666666667,low
4.7,10.1,40.9,7.0,0.2916666666666667,low
23.0,2.5,30.1,3.9,0.1625,low
-1.2,9.5,37.7,4.6,0.19166666666666665,low
-2.7,15.3,21.7,3.6,0.15,low
18.9,5.2,27.4,0.0,0.0,low
19.3,9.6,3.1,0.0,0.0,low
23.7,19.8,4.5,5.7,0.23750000000000002,low
27.7,13.7,41.5,6.0,0.25,low
38.9,16.8,3.0,7.8,0.325,medium
18.2,8.3,8.5,0.0,0.0,low
9.5,15.4,39.8,7.2,0.3,low
30.8,0.8,0.1,0.0,0.0,low
7.2,2.5,14.1,0.0,0.0,low
14.8,4.1,29.2,0.0,0.0,low
-1.5,8.0,29.8,0.0,0.0,low
-3.9,16.9,38.9,7.5,0.3125,medium
38.3,6.9,25.3,1.7,0.07083333333333333,low
32.6,13.1,25.5,2.7,0.1125,low
26.3,14.2,36.3,8.0,0.3333333333333333,medium
13.4,11.7,24.9,5.8,0.24166666666666667,low
2.8,7.1,30.4,1.7,0.07083333333333333,low
2.0,11.5,44.9,3.7,0.15416666666666667,low
6.3,6.8,20.1,0.0,0.0,low
19.7,1.7,19.3,0.0,0.0,low
27.2,19.9,0.2,2.9,0.12083333333333333,low
24.7,2.5,30.7,2.9,0.12083333333333333,low
7.6,1.4,1.5,0.0,0.0,low
38.0,17.6,25.2,5.2,0.21666666666666667,low
28.2,6.0,40.2,4.1,0.1708333333333333,low
19.9,13.0,27.5,2.8,0.11666666666666665,low
22.5,6.6,13.5,0.0,0.0,low
13.9,7.8,39.3,3.2,0.13333333333333333,low
6.1,5.2,13.5,0.0,0.0,low
11.0,6.9,36.7,3.4,0.14166666666666666,low
29.1,8.2,30.5,4.3,0.17916666666666667,low
-4.4,14.4,8.5,4.7,0.19583333333333333,low
0.2,10.2,45.3,7.9,0.32916666666666666,medium
-2.9,18.9,10.0,2.1,0.08750000000000001,low
-3.2,0.8,49.5,3.2,0.13333333333333333,low
33.5,10.1,0.4,4.9,0.2041666666666667,low
26.7,11.7,13.2,2.6,0.10833333333333334,low
16.3,18.4,10.0,2.4,0.09999999999999999,low
-0.6,1.0,0.7,0.0,0.0,low
17.1,11.5,36.6,6.7,0.2791666666666667,low
16.3,17.1,34.7,10.7,0.4458333333333333,medium
2.8,4.8,39.6,2.7,0.1125,low
14.5,17.5,12.8,3.2,0.13333333333333333,low
12.9,0.4,22.2,0.0,0.0,low
22.7,14.6,33.0,8.2,0.3416666666666666,medium
23.6,18.7,22.0,6.0,0.25,low
-3.0,13.1,34.9,6.5,0.2708333333333333,low
11.9,8.8,31.7,2.7,0.1125,low
23.2,0.9,5.7,0.0,0.0,low
17.6,18.4,39.1,10.4,0.43333333333333335,medium
33.5,9.4,36.0,1.6,0.06666666666666667,low
24.6,0.6,32.8,1.5,0.0625,low
2.3,13.8,7.8,2.1,0.08750000000000001,low
-1.8,9.6,13.4,0.0,0.0,low
23.9,2.5,19.7,0.0,0.0,low
-3.8,4.3,14.0,0.0,0.0,low
21.4,1.3,11.4,0.0,0.0,low
37.3,11.5,40.3,5.4,0.225,low
20.9,12.4,31.9,6.8,0.2833333333333333,low
12.5,10.1,28.3,3.5,0.14583333333333334,low
23.9,16.3,11.3,4.3,0.17916666666666667,low
15.6,17.2,45.9,8.1,0.33749999999999997,medium
19.6,12.3,9.6,3.3,0.13749999999999998,low
37.4,0.3,39.7,3.5,0.14583333333333334,low
12.4,13.9,48.3,9.6,0.39999999999999997,medium
38.3,8.4,36.4,5.9,0.24583333333333335,low
35.7,11.3,49.6,9.6,0.39999999999999997,medium
3.8,13.0,32.6,3.9,0.1625,low
-1.9,7.0,10.9,0.0,0.0,low
-0.5,18.3,10.2,2.1,0.08750000000000001,low
-4.2,2.7,16.2,0.0,0.0,low
-0.8,13.4,0.4,6.0,0.25,low
25.7,0.1,34.1,1.1,0.04583333333333334,low
-1.8,18.5,13.4,5.1,0.2125,low
9.4,2.3,40.8,2.8,0.11666666666666665,low
33.0,1.9,18.0,0.0,0.0,low
-4.0,6.7,24.0,0.0,0.0,low
31.7,7.5,48.3,2.0,0.08333333333333333,low
7.7,4.3,12.1,0.0,0.0,low
0.3,11.7,36.1,5.0,0.20833333333333334,low
26.4,8.9,37.8,1.1,0.04583333333333334,low
23.3,0.7,11.0,0.0,0.0,low
34.5,6.4,25.0,0.0,0.0,low
28.1,16.2,17.5,5.0,0.20833333333333334,low
31.2,13.8,38.6,6.0,0.25,low
7.7,14.5,31.1,9.0,0.375,medium
3.0,14.0,23.8,5.0,0.20833333333333334,low
28.8,6.2,39.0,3.2,0.13333333333333333,low
31.3,2.0,11.8,0.0,0.0,low
39.6,5.4,37.7,3.6,0.15,low
13.6,16.6,43.3,8.7,0.3625,medium
11.7,19.6,43.9,6.8,0.2833333333333333,low
29.9,9.9,39.2,1.9,0.07916666666666666,low
10.3,0.2,20.4,0.0,0.0,low
36.9,2.8,49.1,4.8,0.19999999999999998,low
33.6,6.4,19.0,0.0,0.0,low
14.3,11.6,31.9,5.8,0.24166666666666667,low
28.8,1.5,8.1,0.0,0.0,low
29.0,18.9,49.0,6.4,0.26666666666666666,low
-0.4,7.3,35.2,4.9,0.2041666666666667,low
35.6,18.3,37.7,8.2,0.3416666666666666,medium
17.7,15.6,3.3,3.1,0.12916666666666668,low
32.2,15.1,38.2,7.5,0.3125,medium
9.4,12.1,38.7,9.5,0.3958333333333333,medium
35.3,12.5,33.6,10.4,0.43333333333333335,medium
12.5,12.8,14.6,4.8,0.19999999999999998,low
-4.5,12.6,24.5,3.8,0.15833333333333333,low
35.7,11.1,5.5,6.2,0.25833333333333336,low
-0.9,19.7,23.6,3.5,0.14583333333333334,low
9.4,14.6,12.2,5.7,0.23750000000000002,low
37.8,15.5,17.5,7.1,0.29583333333333334,low
37.8,17.4,8.1,6.5,0.2708333333333333,low
20.8,4.3,11.5,0.0,0.0,low
23.4,1.7,3.8,0.0,0.0,low
15.2,9.7,46.0,1.4,0.05833333333333333,low
8.2,10.3,26.5,5.0,0.20833333333333334,low
9.8,16.6,19.8,3.1,0.12916666666666668,low
25.3,8.9,26.8,0.0,0.0,low
28.9,11.4,31.4,9.5,0.3958333333333333,medium
30.6,10.5,46.1,7.4,0.30833333333333335,medium
30.5,0.8,8.9,0.0,0.0,low
-0.9,12.3,14.8,4.0,0.16666666666666666,low
17.2,16.6,48.8,8.8,0.3666666666666667,medium
-2.4,3.2,18.6,0.0,0.0,low
19.7,11.9,1.1,4.3,0.17916666666666667,low
14.9,11.9,7.4,2.6,0.10833333333333334,low
34.9,3.3,1.3,0.0,0.0,low
10.8,2.5,49.5,2.0,0.08333333333333333,low
0.3,19.6,13.9,2.1,0.08750000000000001,low
1.4,7.9,46.2,2.6,0.10833333333333334,low
29.3,4.5,49.8,2.9,0.12083333333333333,low
22.8,3.4,30.0,0.0,0.0,low
-0.4,13.4,1.7,4.3,0.17916666666666667,low
-1.2,12.2,4.1,3.5,0.14583333333333334,low
26.5,12.9,24.1,3.9,0.1625,low
-1.7,1.8,20.3,0.0,0.0,low
32.0,17.9,30.3,7.3,0.30416666666666664,medium
26.8,7.8,21.9,0.0,0.0,low
-1.3,6.3,46.7,3.7,0.15416666666666667,low
-1.2,9.2,26.7,0.0,0.0,low
39.4,7.8,34.7,6.2,0.25833333333333336,low
11.8,17.3,44.8,6.8,0.2833333333333333,low
11.7,18.6,7.3,5.9,0.24583333333333335,low
31.6,6.1,11.5,0.0,0.0,low
37.6,17.3,5.4,7.1,0.29583333333333334,low
39.4,15.6,7.0,5.5,0.22916666666666666,low
28.9,18.6,25.6,4.2,0.17500000000000002,low
11.9,4.9,16.1,0.0,0.0,low
-1.2,11.5,21.2,3.9,0.1625,low
30.0,5.5,49.1,3.5,0.14583333333333334,low
20.1,16.5,7.8,5.5,0.22916666666666666,low
14.1,0.1,27.0,0.0,0.0,low
35.8,11.3,4.9,5.0,0.20833333333333334,low
0.0,6.8,15.9,0.0,0.0,low
17.2,6.5,26.4,0.0,0.0,low
-4.5,12.9,47.3,7.1,0.29583333333333334,low
16.1,17.0,19.6,3.8,0.15833333333333333,low
-2.5,12.2,3.2,4.5,0.1875,low
0.3,17.1,19.4,2.4,0.09999999999999999,low
0.3,5.3,7.3,0.0,0.0,low
24.2,10.4,11.5,4.0,0.16666666666666666,low
28.6,9.0,30.9,4.4,0.18333333333333335,low
21.3,0.2,3.4,0.0,0.0,low
38.3,11.1,23.2,8.5,0.3541666666666667,medium
11.9,13.2,30.5,5.9,0.24583333333333335,low
7.9,11.8,21.1,2.8,0.11666666666666665,low
34.1,14.7,1.0,2.2,0.09166666666666667,low
5.1,11.4,49.3,7.2,0.3,low
38.3,1.3,18.4,3.3,0.13749999999999998,low
-4.5,2.3,38.9,2.7,0.1125,low
38.6,11.9,16.3,3.9,0.1625,low
-3.1,5.5,23.8,0.0,0.0,low
35.1,1.6,19.4,1.6,0.06666666666666667,low
18.7,8.6,17.1,0.0,0.0,low
39.7,11.1,1.1,4.7,0.19583333333333333,low
-1.7,6.6,18.0,0.0,0.0,low
19.9,14.4,44.5,10.2,0.425,medium
38.6,12.9,34.5,9.9,0.41250000000000003,medium
18.5,6.7,7.3,0.0,0.0,low
23.3,15.1,29.6,5.9,0.24583333333333335,low
26.3,13.0,44.6,4.6,0.19166666666666665,low
15.5,12.7,35.0,6.5,0.2708333333333333,low
23.2,11.1,7.4,5.1,0.2125,low
21.3,0.2,43.4,1.6,0.06666666666666667,low
35.6,13.9,15.1,7.5,0.3125,medium
-3.0,7.5,22.7,0.0,0.0,low
7.6,18.9,26.3,5.3,0.22083333333333333,low
37.8,16.4,42.5,11.4,0.47500000000000003,medium
35.1,11.8,46.6,7.8,0.325,medium
15.5,5.0,46.5,2.2,0.09166666666666667,low
22.9,4.1,0.4,0.0,0.0,low
7.5,6.8,46.1,4.0,0.16666666666666666,low
3.5,9.5,2.7,0.0,0.0,low
15.9,5.9,13.3,0.0,0.0,low
10.9,10.3,25.7,3.6,0.15,low
21.3,3.3,24.0,0.0,0.0,low
-1.5,19.6,30.2,9.3,0.3875,medium
38.8,2.2,24.0,3.6,0.15,low
39.4,18.6,46.7,8.2,0.3416666666666666,medium
26.4,18.3,12.0,3.8,0.15833333333333333,low
19.1,10.5,13.7,5.1,0.2125,low
8.9,14.5,46.0,7.4,0.30833333333333335,medium
31.6,8.7,3.8,0.0,0.0,low
25.8,12.6,30.5,6.8,0.2833333333333333,low
2.3,6.8,34.1,2.9,0.12083333333333333,low
36.0,6.0,25.3,3.7,0.15416666666666667,low
32.0,11.6,34.7,7.6,0.31666666666666665,medium
37.7,10.0,8.6,3.2,0.13333333333333333,low
27.7,11.6,42.6,8.5,0.3541666666666667,medium
22.6,5.7,7.0,0.0,0.0,low
13.8,7.3,20.0,0.0,0.0,low
37.0,1.7,3.8,1.2,0.049999999999999996,low
34.0,1.0,27.3,0.0,0.0,low
-3.0,5.1,33.5,1.6,0.06666666666666667,low
-3.8,1.5,47.1,4.8,0.19999999999999998,low
11.9,2.1,37.0,3.9,0.1625,low
31.5,16.3,27.1,3.8,0.15833333333333333,low
39.4,0.8,46.6,7.5,0.3125,medium
1.8,13.2,23.9,5.1,0.2125,low
21.7,5.5,28.1,0.0,0.0,low
12.1,17.4,29.8,3.3,0.13749999999999998,low
38.6,9.7,20.5,3.4,0.14166666666666666,low
32.9,6.1,41.9,1.8,0.075,low
32.7,10.4,9.3,4.9,0.2041666666666667,low
16.1,7.6,27.7,0.0,0.0,low
13.7,11.3,36.1,7.2,0.3,low
7.3,2.3,45.2,3.1,0.12916666666666668,low
-2.5,19.9,44.2,4.4,0.18333333333333335,low
33.9,8.5,25.4,0.0,0.0,low
31.6,7.0,32.2,4.6,0.19166666666666665,low
40.0,14.2,19.7,4.2,0.17500000000000002,low
39.8,7.3,23.4,1.3,0.05416666666666667,low
20.0,16.7,45.3,6.4,0.26666666666666666,low
29.6,9.1,46.5,2.7,0.1125,low
37.5,14.4,44.8,9.0,0.375,medium
33.2,2.1,6.9,0.0,0.0,low
6.1,16.9,42.5,9.3,0.3875,medium
15.3,14.7,47.4,8.9,0.37083333333333335,medium
0.8,4.2,18.1,0.0,0.0,low
37.9,2.9,25.9,1.6,0.06666666666666667,low
22.3,6.3,39.0,1.4,0.05833333333333333,low
5.3,19.5,28.1,3.5,0.14583333333333334,low
25.2,5.1,49.7,3.8,0.15833333333333333,low
22.8,9.1,22.8,0.0,0.0,low
11.1,0.6,35.7,2.1,0.08750000000000001,low
0.1,7.9,39.6,2.2,0.09166666666666667,low
25.2,11.4,24.7,4.6,0.19166666666666665,low
18.4,19.1,42.8,5.4,0.225,low
29.8,10.3,27.3,4.2,0.17500000000000002,low
18.4,16.4,20.6,4.9,0.2041666666666667,low
33.3,10.9,5.4,2.6,0.10833333333333334,low
